""
"112","Why hire 1 full-time Singaporean when we can hire 4 full-time Malaysian with the same, or even better skills?That my friends, is why the HSR is very important to business owners."
"113","Wow Swedes are actually pretty fragile. Even @Ikea's half-fucked furniture is fragile.  #swekor"
"114","@EvrydayFeminism is so politically-conscious that my dick inverted into a vagina."
"115","Fuck your cheebye movie lah"
"116","Is being annoyingly righteous compulsory in Veganism? Want to know more about the latter and nothing about the first? It's happening August 18th. Sign up here: http://buff.ly/2nkLoxk"
"117","Care for some good Masalah (problem) tea? https://buff.ly/2AYH2ph"
"118","Caption please."
"119","""The man with great vision.""Caption credits: Chiong Kok Kiong"
"120","When you cannot bank transfer."
"121","Me trying to sneak in to Ask Me Anything on Hinduism event this Saturday (Aug 18) where there are chiobu Indian classical dancers. Sign up here: http://buff.ly/2nkLoxk"
"122","$48 and you still take Grab? That's why you in ITE."
"123","Coming soon. Vigilanteh official merch!"
"124","Ahmad expert."
"125","Dear Men, the way to keep a marriage is through the wok, not the cock."
"126","Happy #9/11 everyone!"
"127","Majulah babi."
"128","Fair enough. In #Malaysia, can makan anything. Including makan rasuah."
"129","Stairway to heaven."
"130","bro y bro"
"131","To prevent hiring unlucky employees, we throw half of the resumes away."
"132","So you're one of those responsible for @mediacorp's cringeworthy content."
"133","We'll move to Australia too."
"134","Race-ist."
"135","Not having foreign help is tougher."
"136","Ryu vs Ken? More like Kayu vs Kenina"
"137","Yup quite old. Rumour has it the soldier now looks like you."
"138","""I where got time leh"""
"139","*phl*slaam/nmshkaar/aadaab/prnnaam aadi bhut bolte haiN hm..ek vrss meN shaayd ek yaa do baar avsr aataa hai ki, bhaart maataa kii jy bole...aaj se meN hr ddibett kaa aarNbh, ''bhaart maataa kii jy'' bolke krugaa / aane vaalii piiddh'ii is vicaardhaaraa ko aapne aNdr smaahit kreN#TheLal@AMISHDEVGAN"
"140","Auntie ah, y like that"
"141","Han Hui Hui is pregnant. Congratulations. Saw her ultra-scan pictures. It's pretty clear. Can almost make out a placard or some sort near the foetus."
"142","Set forth and forge on Serina. Just don't forge cheques."
"143","This guy go office gotta deal with the Singapore headache. Go home gotta deal with his son's headache."
"144","The baguette must have been da bomb."
"145","Lo Hei - the second most useless cultural practice after FGM."
"146","EXCLUSIVE: Extended video of the ""iS iT bEcOz iM cHiNeSe?"" girl."
