""
"77","You really only use ""etc.."" when you run out of ideas of things to list."
"78","Who said we can't find you if you're anonymous?Full story: https://facebook.com/smrtsg/posts/1920035998020603 ..."
"79","You #returnbacktoschool and learn how to type properly first. bOdOh pEh kAMbiNg."
"80","Your future self is watching you right now through memories."
"81","Teo Kian Hao from Bedok North, you gangster where one? Lai lai tell kor kor."
"82","Anyone who tells you to ""quit your job, drop everything and travel"" is an irresponsible cheebye."
"83","Mirror mirror on the wall  Who's the fairest of them all  The mirror sighed and bid goodbye, And said ""not you, you cheebye"""
"84","All the xiao mei meis crying over Subway being halal, don't worry...You can try Lup Cheong's 13-inch. That one not halal."
"85","We gotchu brah."
"86","Whoever snuck the ''s'' into fast food was a clever bastard."
"87","Are there any mosques that give sermons in English? Lup Cheong is interested in learning about Islam but all the sermons are in Malay or Indian and he don't understand what the fuck the imams are talking. How to learn sial?"
"88","You thought wrong.Just like AWARE's constitution."
"89","Malay police officers: ""Chief!, we've found 100 box of Marlboro reds!"" ""50 boxes you say?"" ""Yeah, 5 boxes."""
"90","I always carry a picture of my wife and children in my wallet.  It reminds me why there's no fucking money in there."
"91","If men call short women ""petite"", what do women call short men?  ""friends"""
"92","@JohnTorode1 is an ignorant monkey. Indonesians don't say namaste and rendang chicken shouldnt be crispy. Maybe stick to judging  your shepherd's pie or some bland shit. Come to think of it, what culinary wonders did the UK actually produce? Even your national dish is Indian."
"93","@MasterChefUK this sashimi is undercooked and not crispy. Appalling."
"94","If you can put 2-inch make-up, you can definitely make-up your mind, @kixes."
"95","@kixes you really think we can't find out more?"
"96","By the time they finished multplying, i would have aready multiplied 3 kids. No wonder japanese ppl have low birth rates."
"97","Yelling at a dog to stop barking doesn't work. The dog probably just thinks,  ""Awesome, now we're both barking."""
"98","Chinese people founded Singapore and Malaysia."
"99","To the suspects leaking and sharing sex videos of Singaporeans, keep this in mind: unlike @SingaporePolice, we don't have to abide by red tapes or legalese when dealing with criminals."
"100","pornhub"
"101","Can't wait to watch Crazy Rich Asians.I'm already sick of looking at Lee Wei Ling papa this papa that."
"102","Why is it that everything you love is either unhealthy, addictive, or has multiple protection orders against you?"
"103","My parents always tell me to stop wasting money on video games. But they have really expensive plates, pots and pans, that are never used."
"104","I wish my bed was as comfy when I'm trying to fall asleep as it is when my alarm goes off."
"105","Darling, forget @NajibRazak. I'm more interested in seeing you."
"106","Doctor: You have been diagnosed with obesity.  Me: I know, it runs in my family. Doctor: Nobody runs in your family."
"107","Wishing all Muslims happy Ramadan tomorrow, including the Malays who are gonna pretend they are Pinoys during lunchtime."
"108","I got my girlfriend a Bonsai tree because flowers wilt, but the Bonsai lasts forever. #lovehack"
"109","Halal spiderman."
"110","How do you know when it's time to break fast? When you smell Marlboro at the corridor."
"111","I'm trying to understand the intellectual reasoning behind ending sentences with ""smh""."
"112","When you run your own business, flags and countrymen don't matter."
"113","RM5 can buy your dignity what?"
"114","Dumbass."
"115","You know box office? This movie is outside the box."
"116","Satisfy my food cravings? Challenge accepted.Ahmad signing off. http://buff.ly/2M11H16"
"117","Woke up today, told the team I want a hackathon. 4 hours later we came up with this. Planning to release soon. Still deciding if we should give different burner options. Eg. campfire, senoko incinerator."
"118","Power lah macha"
"119","Let's not forget the lowercase uppercase email like bAbY_j3p0nz87@hotmail.comhttps://buff.ly/2w1bIAx"
"120","What's with the excessive news about a fucking bridge in #Genoa?"
"121","#MeTooButILikedIt"
"122","I kid I kid. One of our smarter hackers was formerly from ITE."
"123","We'll do anything for pussies.https://observer.news/crime/smrt-feedback-identifies-2-suspects-in-st-john-island-cat-abduction-case/ ..."
"124","Drive 14 hours a day, rest 5 hours. If your wife don't leave you I'll salute."
"125","Never trust a girl's looks untill u bring her swimming"
"126","Your salary more dangerous."
"127","Dear Men, don't tell a woman to go back to the kitchen if you can't even change the blown lightbulb in the kitchen. No light how to make sandwich sial?"
"128","#doneclaim"
"129","Oh you're from NUS? Oh you're a fresh grad?"
"130","Gon."
"131","I wanna watch Zombiepura but I see @mm2ent logo on it. All the movies coming out of MM2 has been shit. Someone give me a honest review?"
"132","Eh samdol. That's gross debt, not net debt. We borrow to invest in assets. Msia borrow to spend on jewelries. We have no net debt because our assets value is in excess of our liabilities."
"133","Probably why SMRT Feedback by The Vigilanteh is still around. Heh."
"134","This article chilli padi siol."
"135","World peace with karipap bitch."
"136","The Mamak KingCourtesy of @stevenboneseverything"
"137","This one original."
"138","@anthonyloke the ball is now on your court. Because your bola don't know go where."
"139","Keegan Howdeshell with B2B hat tricksHowdie has 11 points in his last 5 games. 9 goals 2 assists."
"140","RIP Sir! The true firefighter."
"141","Usually mornings like these, belong to days when things just come crashing down on you"
"142","I'm in a public coffeeshop and the tv is tuned to some Channel 8 show. Fucking hell S'pore TV production is about as cringey as my shrivelled balls."
"143","ownself sabo ownself. investors will follow soon."
"144","Sounds about right."
"145","Fooking hell is it just me or does January feels like a fucking year?"
"146","Today I applied to be a fighter pilot but was rejected.I said: ""Is iT bEcOz i'M a MaLaY?""Yes, the officer replied."
