""
"89","When I was younger, I always felt like I was a man trapped in a woman's body.  Then I was born."
"90","""My first son has a PHD in Fine Arts, my daughter has two degrees in history and geography, and my youngest son is a thief."" Friend: ""Wow a thief? You should kick him out!"" Dad: ""Nah... he is the only one who makes money."""
"91","My sister asked me if I was gay.  I couldn't give her a straight answer."
"92","My wife and I were happy for twenty years.  Then we met."
"93","A man is buying a banana, an apple and two eggs.   The female cashier says: ""You must be single.""  The man answers: ""Wow, how did you know?""  Cashier: ""Because you're ugly."""
"94","My doctor wrote me a prescription for dailysex.  But my girlfriend insists it says dyslexia."
"95","My best friend came up to me yesterday and said, ""This is a photo of me when I was younger.""  I replied, ""Every photo is of you is when you were younger."""
"96","This is the girl with the toilet brush. Real name Shahirah Alkaff (@babyiraa_)"
"97","When I see lovers' names carved into a tree, I don't think it's cute; I just think it's strange how many people take knives on a date."
"98","Here's a bit of advice for you.  Advi."
"99","There is no such thing as Chinese privilege. There is only majority privilege."
"100","That's what she said."
"101","The graduate with a science degree asks, ""Why does it work?""  The graduate with an engineering degree asks, ""How does it work?"" The graduate with an accounting degree asks, ""How much will it cost?"" The graduate with a Theatre Arts degree asks, ""Do you want fries with that?"""
"102","My nephew asked me what it's like to be married so I told him to leave me. When he did, I asked why he was ignoring me."
"103","In the rain when I put my windscreen wipers on at full speed, I look at other cars to see if theirs are on full speed too or if I'm just being dramatic."
"104","Growing up, everyone tells you to chase your dreams, but once you do, they tell you to be realistic."
"105","#GE14 #PRU14 #MalaysiaMemilih #inikalilah #MalaysiaDecides #tetekgede"
"106","About 30 ladies asked me out today. I was in the wrong toilet."
"107","Singaporean career options: 1) Doctor 2) Engineer 3) Scientist 4) Disgrace to the family"
"108","Interviewer: ""We're looking for someone who is responsible."" Me: ""A lot of things went wrong at my last job and everyone said I was responsible. """
"109","Be like the prophet. Not like a kepala buto."
"110","Your face is offensive. You should wear a burqa instead."
"111","I admire @tonyfernandes's work but this motherfucker is the kind that will report you to the teacher for petty shit even though you graciously let the tubby cumbucket copy your homework.Remember who gave you his blessings when you started @AirAsia ok cheebye?"
"112","The coincidence."
"113","When you want to smoke but you remembered you are standing beside Jesus."
"114","It's like after 10000000000 years, and you still think this the real SMRT Feedback channel."
"115","#2359 movie got no pontianak. Only got PUKiMAKKAU."
"116","Wanna troll us make sure got heavy ammunition hor."
"117","They say, date but don't marry a girl from India. You can't comment on her mother because in her country, cows are sacred.Learn some respect at Ask Me Anything on Hinduism. Sign up here: https://buff.ly/2nkLoxk https://buff.ly/2nsqMmV"
"118","If there is an afterlife, I know ill be busy there. The list of people im going to hunt just grows everyday.Ask Me Anything on Hinduism is happening this Saturday, August 18. Register here: http://buff.ly/2nkLoxk"
"119","Singaporeans need to learn more about Hinduism because everybody thinks the red dot on the forehead is a self-destruction button. Go and register for Ask Me Anything on Hinduism here: http://buff.ly/2nkLoxk  https://buff.ly/2w0ZzLX"
"120","I surveyed 100 women last night and asked them what shampoo they used when showering. 98 of them said, ""How the hell did you get in here?"""
"121","Well, I'm not wrong."
"122","I love MY food."
"123","My ex-girlfriend is Miss World.She has  five flings and five kids all in different continents."
"124","1. Tackle bola2. Tackle girl3. Tackle someone else girl4. Kena tackle by CNB"
"125","Dear ladies, no matter how hot you look, the way to a man's heart is through the kuali, not your puki."
"126","Najib complain SST made the pao expensive. Finance minister Lim Guan Eng say GST more expensive. Basically both talking to the mirror."
"127","fReNz 4eVa"
"128","[PSA] Banned fruit juice being sold in Geylang. Take note of the brands. Malay people especially."
"129","Makan rasuah lah like this."
"130","Rule of the internet: Never hold a white piece of paper and upload it online. The Photoshop army will come."
"131","Pedas siol"
"132","Auntie,  I want the Marlboro big black lung"
"133","""It has been an honour serving Singaporeans. Thank you. - Alex Tan""   Better love story than Twilight, this fella."
"134","""Racism is alive and well in Singapore, and the elephant in the room just took a massive dump. ""Don't make me take out the eye chart Ah Kui."
"135","You know when these came up, I legit thought them ladies are asking for money."
"136","kena cekik siol"
"137","Me going for open mobilisation"
"138","Screw nostalgia, we're living in the now. Literally."
"139","New week, new goals Happy #MaslowMonday family! A new video with [?]@MikeOHearn[?] and [?]@jamesmaslow[?] at [?]@GoldsGym[?] is now on [?]@YouTube[?] #MotivationalMonday #workout #jamesmaslow#MaslowFamily #TeamMaslow"
"140","how can dis b allow"
"141","No need to translate, glutton is in the mirror"
"142","FOOKING HEL"
"143","Hail Satan!"
"144","This fella."
"145","It's not the polar vortex happening in the US. It's just @realDonaldTrump spreading his love."
"146","You can even keep a video recording as memento."
